congress,chamber,bioguide_id,name,party,PORTMAN_attract,PORTMAN_offer
98,house,L000517,DANIEL LUNGREN,R,0.20879285414782556,0.3617045555372426
98,house,L000556,JOHN LAFALCE,D,0.1772721144682463,0.13967392801652112
98,house,M000023,KENNETH MACKAY,D,0.3779807213449662,0.2074447366911811
98,house,M000041,EDWARD MADIGAN,R,0.3500696615751854,0.6167300355248588
98,house,M000133,EDWARD MARKEY,D,0.28546461765445147,0.09979523616490743
98,house,M000139,RON MARLENEE,R,0.24392636176243204,0.49708400970888866
98,house,M000143,DAN MARRIOTT,R,0.2178701150899246,0.48564014543648737
98,house,M000183,JAMES MARTIN,R,0.3822473495056352,0.48208195138535154
98,house,M000195,LYNN MARTIN,R,0.24918551212922638,0.34766468692005825
98,house,M000249,ROBERT MATSUI,D,0.325793079944165,0.11732764773665445
98,house,M000264,NICHOLAS MAVROULES,D,0.2347537851713986,0.20500133593099856
98,house,M000291,ROMANO MAZZOLI,D,0.45575849912274397,0.20812717088787272
98,house,M000303,JOHN MCCAIN,R,0.256212013861973,0.6094717644819567
98,house,M000306,ALFRED MCCANDLESS,R,0.32921704647533223,0.255726030199334
98,house,M000342,FRANK MCCLOSKEY,D,,0.13807015535261152
98,house,M000350,BILL MCCOLLUM,R,0.45853527004079375,0.4700532553239233
98,house,M000398,DAVE MCCURDY,D,0.2989140161723019,0.23886718827481085
98,house,M000399,JOSEPH MCDADE,R,,0.5239717577994302
98,house,M000413,LARRY MCDONALD,D,0.6227628349451543,0.431718023195918
98,house,M000432,BOB MCEWEN,R,0.42155393318185796,0.5782721471253571
98,house,M000458,RAYMOND MCGRATH,R,0.36316935735542977,0.6684768805197303
98,house,M000473,MATTHEW MCHUGH,D,0.38063347218796567,0.12839471790389087
98,house,M000512,JOHN MCKERNAN,R,0.3743163981230267,0.5691746130736941
98,house,M000527,STEWART MCKINNEY,R,0.4563545890014794,0.699250211275905
98,house,M000589,JAMES MCNULTY,D,0.24486219063943737,0.1926284546325315
98,house,M000688,DANIEL MICA,D,0.36001370579095254,0.11860073788469173
98,house,M000692,ROBERT MICHEL,R,0.24563794121410448,0.32631229751394875
